# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2021-09-28 21:33:38 EDT       (caww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 01073500 LAMPREY RIVER NEAR NEWMARKET, NH
# -----------------------------------------------------------------------------------
#
# Data provided for site 01073500
#            TS   parameter     statistic     Description
#         63999       00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	63999_00060_00003	63999_00060_00003_cd
USGS	01073500	1976-09-11	14.0	A
USGS	01073500	1976-09-12	13.0	A
USGS	01073500	1976-09-13	15.0	A
USGS	01073500	1976-09-14	16.0	A
USGS	01073500	1976-09-15	15.0	A
USGS	01073500	1976-09-16	14.0	A
USGS	01073500	1976-09-17	13.0	A
USGS	01073500	1976-09-18	14.0	A
USGS	01073500	1976-09-19	14.0	A
USGS	01073500	1976-09-20	12.0	A
USGS	01073500	1976-09-21	12.0	A
USGS	01073500	1976-09-22	10.0	A
USGS	01073500	1976-09-23	11.0	A
USGS	01073500	1976-09-24	9.70	A
USGS	01073500	1976-09-25	8.70	A
USGS	01073500	1976-09-26	8.70	A
USGS	01073500	1976-09-27	10.0	A
USGS	01073500	1976-09-28	12.0	A
USGS	01073500	1976-09-29	13.0	A
USGS	01073500	1976-09-30	27.0	A
USGS	01073500	1976-10-01	33.0	A
USGS	01073500	1976-10-02	43.0	A
USGS	01073500	1976-10-03	35.0	A
USGS	01073500	1976-10-04	29.0	A
USGS	01073500	1976-10-05	25.0	A
USGS	01073500	1976-10-06	23.0	A
USGS	01073500	1976-10-07	23.0	A
USGS	01073500	1976-10-08	22.0	A
USGS	01073500	1976-10-09	30.0	A
USGS	01073500	1976-10-10	53.0	A
USGS	01073500	1976-10-11	43.0	A
USGS	01073500	1976-10-12	37.0	A
USGS	01073500	1976-10-13	39.0	A
USGS	01073500	1976-10-14	64.0	A
USGS	01073500	1976-10-15	104	A
USGS	01073500	1976-10-16	91.0	A
USGS	01073500	1976-10-17	82.0	A
USGS	01073500	1976-10-18	75.0	A
USGS	01073500	1976-10-19	70.0	A
USGS	01073500	1976-10-20	96.0	A
USGS	01073500	1976-10-21	275	A
USGS	01073500	1976-10-22	270	A
USGS	01073500	1976-10-23	268	A
USGS	01073500	1976-10-24	223	A
USGS	01073500	1976-10-25	206	A
USGS	01073500	1976-10-26	200	A
USGS	01073500	1976-10-27	187	A
USGS	01073500	1976-10-28	171	A
USGS	01073500	1976-10-29	178	A
USGS	01073500	1976-10-30	182	A
USGS	01073500	1976-10-31	167	A
USGS	01073500	1976-11-01	167	A
USGS	01073500	1976-11-02	154	A
USGS	01073500	1976-11-03	143	A
USGS	01073500	1976-11-04	133	A
USGS	01073500	1976-11-05	124	A
USGS	01073500	1976-11-06	117	A
USGS	01073500	1976-11-07	114	A
USGS	01073500	1976-11-08	110	A
USGS	01073500	1976-11-09	137	A
USGS	01073500	1976-11-10	171	A
USGS	01073500	1976-11-11	152	A
USGS	01073500	1976-11-12	133	A
USGS	01073500	1976-11-13	119	A
USGS	01073500	1976-11-14	108	A
USGS	01073500	1976-11-15	99.0	A
USGS	01073500	1976-11-16	92.0	A
USGS	01073500	1976-11-17	85.0	A
USGS	01073500	1976-11-18	81.0	A
USGS	01073500	1976-11-19	78.0	A
USGS	01073500	1976-11-20	74.0	A
USGS	01073500	1976-11-21	70.0	A
USGS	01073500	1976-11-22	65.0	A
USGS	01073500	1976-11-23	63.0	A
USGS	01073500	1976-11-24	61.0	A
USGS	01073500	1976-11-25	59.0	A
USGS	01073500	1976-11-26	56.0	A
USGS	01073500	1976-11-27	59.0	A
USGS	01073500	1976-11-28	56.0	A
USGS	01073500	1976-11-29	62.0	A
USGS	01073500	1976-11-30	75.0	A
USGS	01073500	1976-12-01	68.0	A
USGS	01073500	1976-12-02	60.0	A
USGS	01073500	1976-12-03	58.0	A
USGS	01073500	1976-12-04	50.0	A
USGS	01073500	1976-12-05	49.0	A
USGS	01073500	1976-12-06	44.0	A
USGS	01073500	1976-12-07	59.0	A
USGS	01073500	1976-12-08	113	A
USGS	01073500	1976-12-09	121	A
USGS	01073500	1976-12-10	135	A
USGS	01073500	1976-12-11	129	A
USGS	01073500	1976-12-12	111	A
USGS	01073500	1976-12-13	101	A
USGS	01073500	1976-12-14	74.0	A
USGS	01073500	1976-12-15	70.0	A
USGS	01073500	1976-12-16	67.0	A
USGS	01073500	1976-12-17	64.0	A
USGS	01073500	1976-12-18	62.0	A
USGS	01073500	1976-12-19	60.0	A
USGS	01073500	1976-12-20	60.0	A
USGS	01073500	1976-12-21	57.0	A
USGS	01073500	1976-12-22	56.0	A
USGS	01073500	1976-12-23	54.0	A
USGS	01073500	1976-12-24	53.0	A
USGS	01073500	1976-12-25	52.0	A
USGS	01073500	1976-12-26	51.0	A
USGS	01073500	1976-12-27	50.0	A
USGS	01073500	1976-12-28	49.0	A
USGS	01073500	1976-12-29	48.0	A
USGS	01073500	1976-12-30	48.0	A
USGS	01073500	1976-12-31	48.0	A
USGS	01073500	1977-01-01	48.0	A
USGS	01073500	1977-01-02	48.0	A
USGS	01073500	1977-01-03	48.0	A
USGS	01073500	1977-01-04	47.0	A
USGS	01073500	1977-01-05	47.0	A
USGS	01073500	1977-01-06	46.0	A
USGS	01073500	1977-01-07	46.0	A
USGS	01073500	1977-01-08	47.0	A
USGS	01073500	1977-01-09	49.0	A
USGS	01073500	1977-01-10	50.0	A
USGS	01073500	1977-01-11	52.0	A
USGS	01073500	1977-01-12	59.0	A
USGS	01073500	1977-01-13	55.0	A
USGS	01073500	1977-01-14	53.0	A
USGS	01073500	1977-01-15	52.0	A
USGS	01073500	1977-01-16	50.0	A
USGS	01073500	1977-01-17	49.0	A
USGS	01073500	1977-01-18	48.0	A
USGS	01073500	1977-01-19	48.0	A
USGS	01073500	1977-01-20	47.0	A
USGS	01073500	1977-01-21	47.0	A
USGS	01073500	1977-01-22	47.0	A
USGS	01073500	1977-01-23	47.0	A
USGS	01073500	1977-01-24	47.0	A
USGS	01073500	1977-01-25	47.0	A
USGS	01073500	1977-01-26	46.0	A
USGS	01073500	1977-01-27	46.0	A
USGS	01073500	1977-01-28	46.0	A
USGS	01073500	1977-01-29	46.0	A
USGS	01073500	1977-01-30	46.0	A
USGS	01073500	1977-01-31	46.0	A
USGS	01073500	1977-02-01	46.0	A
USGS	01073500	1977-02-02	46.0	A
USGS	01073500	1977-02-03	46.0	A
USGS	01073500	1977-02-04	46.0	A
USGS	01073500	1977-02-05	45.0	A
USGS	01073500	1977-02-06	45.0	A
USGS	01073500	1977-02-07	45.0	A
USGS	01073500	1977-02-08	45.0	A
USGS	01073500	1977-02-09	45.0	A
USGS	01073500	1977-02-10	44.0	A
USGS	01073500	1977-02-11	43.0	A
USGS	01073500	1977-02-12	43.0	A
USGS	01073500	1977-02-13	44.0	A
USGS	01073500	1977-02-14	46.0	A
USGS	01073500	1977-02-15	46.0	A
USGS	01073500	1977-02-16	46.0	A
USGS	01073500	1977-02-17	45.0	A
USGS	01073500	1977-02-18	44.0	A
USGS	01073500	1977-02-19	44.0	A
USGS	01073500	1977-02-20	44.0	A
USGS	01073500	1977-02-21	45.0	A
USGS	01073500	1977-02-22	45.0	A
USGS	01073500	1977-02-23	45.0	A
USGS	01073500	1977-02-24	45.0	A
USGS	01073500	1977-02-25	100	A
USGS	01073500	1977-02-26	170	A
USGS	01073500	1977-02-27	299	A
USGS	01073500	1977-02-28	414	A
USGS	01073500	1977-03-01	530	A
USGS	01073500	1977-03-02	582	A
USGS	01073500	1977-03-03	591	A
USGS	01073500	1977-03-04	569	A
USGS	01073500	1977-03-05	635	A
USGS	01073500	1977-03-06	746	A
USGS	01073500	1977-03-07	810	A
USGS	01073500	1977-03-08	842	A
USGS	01073500	1977-03-09	833	A
USGS	01073500	1977-03-10	876	A
USGS	01073500	1977-03-11	1010	A
USGS	01073500	1977-03-12	1260	A
USGS	01073500	1977-03-13	1640	A
USGS	01073500	1977-03-14	3180	A
USGS	01073500	1977-03-15	4620	A
USGS	01073500	1977-03-16	3940	A
USGS	01073500	1977-03-17	2610	A
USGS	01073500	1977-03-18	1870	A
USGS	01073500	1977-03-19	1390	A
USGS	01073500	1977-03-20	1200	A
USGS	01073500	1977-03-21	1040	A
USGS	01073500	1977-03-22	947	A
USGS	01073500	1977-03-23	995	A
USGS	01073500	1977-03-24	1070	A
USGS	01073500	1977-03-25	1060	A
USGS	01073500	1977-03-26	893	A
USGS	01073500	1977-03-27	769	A
USGS	01073500	1977-03-28	800	A
USGS	01073500	1977-03-29	1020	A
USGS	01073500	1977-03-30	1310	A
USGS	01073500	1977-03-31	1550	A
USGS	01073500	1977-04-01	1590	A
USGS	01073500	1977-04-02	1390	A
USGS	01073500	1977-04-03	1130	A
USGS	01073500	1977-04-04	920	A
USGS	01073500	1977-04-05	871	A
USGS	01073500	1977-04-06	953	A
USGS	01073500	1977-04-07	959	A
USGS	01073500	1977-04-08	874	A
USGS	01073500	1977-04-09	726	A
USGS	01073500	1977-04-10	617	A
USGS	01073500	1977-04-11	538	A
USGS	01073500	1977-04-12	483	A
USGS	01073500	1977-04-13	437	A
USGS	01073500	1977-04-14	393	A
USGS	01073500	1977-04-15	350	A
USGS	01073500	1977-04-16	311	A
USGS	01073500	1977-04-17	282	A
USGS	01073500	1977-04-18	247	A
USGS	01073500	1977-04-19	230	A
USGS	01073500	1977-04-20	221	A
USGS	01073500	1977-04-21	205	A
USGS	01073500	1977-04-22	189	A
USGS	01073500	1977-04-23	273	A
USGS	01073500	1977-04-24	710	A
USGS	01073500	1977-04-25	1290	A
USGS	01073500	1977-04-26	1430	A
USGS	01073500	1977-04-27	1300	A
USGS	01073500	1977-04-28	958	A
USGS	01073500	1977-04-29	711	A
USGS	01073500	1977-04-30	561	A
USGS	01073500	1977-05-01	456	A
USGS	01073500	1977-05-02	412	A
USGS	01073500	1977-05-03	357	A
USGS	01073500	1977-05-04	312	A
USGS	01073500	1977-05-05	280	A
USGS	01073500	1977-05-06	259	A
USGS	01073500	1977-05-07	242	A
USGS	01073500	1977-05-08	220	A
USGS	01073500	1977-05-09	212	A
USGS	01073500	1977-05-10	629	A
USGS	01073500	1977-05-11	793	A
USGS	01073500	1977-05-12	773	A
USGS	01073500	1977-05-13	621	A
USGS	01073500	1977-05-14	471	A
USGS	01073500	1977-05-15	364	A
USGS	01073500	1977-05-16	293	A
USGS	01073500	1977-05-17	253	A
USGS	01073500	1977-05-18	228	A
USGS	01073500	1977-05-19	178	A
USGS	01073500	1977-05-20	178	A
USGS	01073500	1977-05-21	164	A
USGS	01073500	1977-05-22	153	A
USGS	01073500	1977-05-23	133	A
USGS	01073500	1977-05-24	106	A
USGS	01073500	1977-05-25	96.0	A
USGS	01073500	1977-05-26	96.0	A
USGS	01073500	1977-05-27	85.0	A
USGS	01073500	1977-05-28	70.0	A
USGS	01073500	1977-05-29	62.0	A
USGS	01073500	1977-05-30	57.0	A
USGS	01073500	1977-05-31	53.0	A
USGS	01073500	1977-06-01	51.0	A
USGS	01073500	1977-06-02	56.0	A
USGS	01073500	1977-06-03	63.0	A
USGS	01073500	1977-06-04	62.0	A
USGS	01073500	1977-06-05	56.0	A
USGS	01073500	1977-06-06	51.0	A
USGS	01073500	1977-06-07	50.0	A
USGS	01073500	1977-06-08	58.0	A
USGS	01073500	1977-06-09	63.0	A
USGS	01073500	1977-06-10	71.0	A
USGS	01073500	1977-06-11	113	A
USGS	01073500	1977-06-12	149	A
USGS	01073500	1977-06-13	154	A
USGS	01073500	1977-06-14	139	A
USGS	01073500	1977-06-15	116	A
USGS	01073500	1977-06-16	92.0	A
USGS	01073500	1977-06-17	74.0	A
USGS	01073500	1977-06-18	63.0	A
USGS	01073500	1977-06-19	70.0	A
USGS	01073500	1977-06-20	76.0	A
USGS	01073500	1977-06-21	79.0	A
USGS	01073500	1977-06-22	82.0	A
USGS	01073500	1977-06-23	65.0	A
USGS	01073500	1977-06-24	56.0	A
USGS	01073500	1977-06-25	50.0	A
USGS	01073500	1977-06-26	72.0	A
USGS	01073500	1977-06-27	119	A
USGS	01073500	1977-06-28	188	A
USGS	01073500	1977-06-29	187	A
USGS	01073500	1977-06-30	157	A
USGS	01073500	1977-07-01	130	A
USGS	01073500	1977-07-02	113	A
USGS	01073500	1977-07-03	91.0	A
USGS	01073500	1977-07-04	75.0	A
USGS	01073500	1977-07-05	64.0	A
USGS	01073500	1977-07-06	54.0	A
USGS	01073500	1977-07-07	48.0	A
USGS	01073500	1977-07-08	45.0	A
USGS	01073500	1977-07-09	45.0	A
USGS	01073500	1977-07-10	44.0	A
USGS	01073500	1977-07-11	40.0	A
USGS	01073500	1977-07-12	39.0	A
USGS	01073500	1977-07-13	38.0	A
USGS	01073500	1977-07-14	37.0	A
USGS	01073500	1977-07-15	35.0	A
USGS	01073500	1977-07-16	32.0	A
USGS	01073500	1977-07-17	30.0	A
USGS	01073500	1977-07-18	28.0	A
USGS	01073500	1977-07-19	26.0	A
USGS	01073500	1977-07-20	23.0	A
USGS	01073500	1977-07-21	22.0	A
USGS	01073500	1977-07-22	20.0	A
USGS	01073500	1977-07-23	17.0	A
USGS	01073500	1977-07-24	16.0	A
USGS	01073500	1977-07-25	20.0	A
USGS	01073500	1977-07-26	27.0	A
USGS	01073500	1977-07-27	27.0	A
USGS	01073500	1977-07-28	24.0	A
USGS	01073500	1977-07-29	22.0	A
USGS	01073500	1977-07-30	20.0	A
USGS	01073500	1977-07-31	19.0	A
USGS	01073500	1977-08-01	19.0	A
USGS	01073500	1977-08-02	26.0	A
USGS	01073500	1977-08-03	30.0	A
USGS	01073500	1977-08-04	26.0	A
USGS	01073500	1977-08-05	24.0	A
USGS	01073500	1977-08-06	23.0	A
USGS	01073500	1977-08-07	23.0	A
USGS	01073500	1977-08-08	24.0	A
USGS	01073500	1977-08-09	23.0	A
USGS	01073500	1977-08-10	23.0	A
USGS	01073500	1977-08-11	23.0	A
USGS	01073500	1977-08-12	24.0	A
USGS	01073500	1977-08-13	24.0	A
USGS	01073500	1977-08-14	24.0	A
USGS	01073500	1977-08-15	23.0	A
USGS	01073500	1977-08-16	22.0	A
USGS	01073500	1977-08-17	21.0	A
USGS	01073500	1977-08-18	19.0	A
USGS	01073500	1977-08-19	19.0	A
USGS	01073500	1977-08-20	17.0	A
USGS	01073500	1977-08-21	16.0	A
USGS	01073500	1977-08-22	19.0	A
USGS	01073500	1977-08-23	24.0	A
USGS	01073500	1977-08-24	27.0	A
USGS	01073500	1977-08-25	26.0	A
USGS	01073500	1977-08-26	23.0	A
USGS	01073500	1977-08-27	21.0	A
USGS	01073500	1977-08-28	20.0	A
USGS	01073500	1977-08-29	18.0	A
USGS	01073500	1977-08-30	16.0	A
USGS	01073500	1977-08-31	15.0	A
USGS	01073500	1977-09-01	14.0	A
USGS	01073500	1977-09-02	13.0	A
USGS	01073500	1977-09-03	13.0	A
USGS	01073500	1977-09-04	16.0	A
USGS	01073500	1977-09-05	20.0	A
USGS	01073500	1977-09-06	21.0	A
USGS	01073500	1977-09-07	31.0	A
USGS	01073500	1977-09-08	60.0	A
USGS	01073500	1977-09-09	61.0	A
USGS	01073500	1977-09-10	60.0	A
USGS	01073500	1977-09-11	59.0	A
USGS	01073500	1977-09-12	55.0	A
USGS	01073500	1977-09-13	69.0	A
USGS	01073500	1977-09-14	83.0	A
USGS	01073500	1977-09-15	78.0	A
USGS	01073500	1977-09-16	74.0	A
USGS	01073500	1977-09-17	79.0	A
USGS	01073500	1977-09-18	81.0	A
USGS	01073500	1977-09-19	76.0	A
USGS	01073500	1977-09-20	84.0	A
USGS	01073500	1977-09-21	152	A
USGS	01073500	1977-09-22	146	A
USGS	01073500	1977-09-23	150	A
USGS	01073500	1977-09-24	125	A
USGS	01073500	1977-09-25	106	A
USGS	01073500	1977-09-26	122	A
USGS	01073500	1977-09-27	227	A
USGS	01073500	1977-09-28	163	A
USGS	01073500	1977-09-29	141	A
USGS	01073500	1977-09-30	119	A
USGS	01073500	1977-10-01	107	A
USGS	01073500	1977-10-02	170	A
USGS	01073500	1977-10-03	159	A
USGS	01073500	1977-10-04	157	A
USGS	01073500	1977-10-05	146	A
USGS	01073500	1977-10-06	126	A
USGS	01073500	1977-10-07	110	A
USGS	01073500	1977-10-08	98.0	A
USGS	01073500	1977-10-09	143	A
USGS	01073500	1977-10-10	250	A
USGS	01073500	1977-10-11	253	A
USGS	01073500	1977-10-12	246	A
USGS	01073500	1977-10-13	264	A
USGS	01073500	1977-10-14	265	A
USGS	01073500	1977-10-15	266	A
USGS	01073500	1977-10-16	278	A
USGS	01073500	1977-10-17	961	A
USGS	01073500	1977-10-18	1270	A
USGS	01073500	1977-10-19	1270	A
USGS	01073500	1977-10-20	1100	A
USGS	01073500	1977-10-21	817	A
USGS	01073500	1977-10-22	668	A
USGS	01073500	1977-10-23	589	A
USGS	01073500	1977-10-24	488	A
USGS	01073500	1977-10-25	445	A
USGS	01073500	1977-10-26	410	A
USGS	01073500	1977-10-27	360	A
USGS	01073500	1977-10-28	325	A
USGS	01073500	1977-10-29	286	A
USGS	01073500	1977-10-30	259	A
USGS	01073500	1977-10-31	238	A
USGS	01073500	1977-11-01	221	A
USGS	01073500	1977-11-02	208	A
USGS	01073500	1977-11-03	198	A
USGS	01073500	1977-11-04	199	A
USGS	01073500	1977-11-05	234	A
USGS	01073500	1977-11-06	253	A
USGS	01073500	1977-11-07	237	A
USGS	01073500	1977-11-08	245	A
USGS	01073500	1977-11-09	863	A
USGS	01073500	1977-11-10	839	A
USGS	01073500	1977-11-11	779	A
USGS	01073500	1977-11-12	666	A
USGS	01073500	1977-11-13	551	A
USGS	01073500	1977-11-14	470	A
USGS	01073500	1977-11-15	405	A
USGS	01073500	1977-11-16	418	A
USGS	01073500	1977-11-17	435	A
USGS	01073500	1977-11-18	482	A
USGS	01073500	1977-11-19	478	A
USGS	01073500	1977-11-20	456	A
USGS	01073500	1977-11-21	405	A
USGS	01073500	1977-11-22	370	A
USGS	01073500	1977-11-23	336	A
USGS	01073500	1977-11-24	329	A
USGS	01073500	1977-11-25	319	A
USGS	01073500	1977-11-26	415	A
USGS	01073500	1977-11-27	543	A
USGS	01073500	1977-11-28	549	A
USGS	01073500	1977-11-29	500	A
USGS	01073500	1977-11-30	433	A
USGS	01073500	1977-12-01	640	A
USGS	01073500	1977-12-02	850	A
USGS	01073500	1977-12-03	885	A
USGS	01073500	1977-12-04	807	A
USGS	01073500	1977-12-05	660	A
USGS	01073500	1977-12-06	566	A
USGS	01073500	1977-12-07	540	A
USGS	01073500	1977-12-08	500	A
USGS	01073500	1977-12-09	480	A
USGS	01073500	1977-12-10	470	A
USGS	01073500	1977-12-11	460	A
USGS	01073500	1977-12-12	450	A
USGS	01073500	1977-12-13	450	A
USGS	01073500	1977-12-14	450	A
USGS	01073500	1977-12-15	570	A
USGS	01073500	1977-12-16	610	A
USGS	01073500	1977-12-17	649	A
USGS	01073500	1977-12-18	600	A
USGS	01073500	1977-12-19	550	A
USGS	01073500	1977-12-20	494	A
USGS	01073500	1977-12-21	562	A
USGS	01073500	1977-12-22	1120	A
USGS	01073500	1977-12-23	1200	A
USGS	01073500	1977-12-24	1130	A
USGS	01073500	1977-12-25	962	A
USGS	01073500	1977-12-26	844	A
USGS	01073500	1977-12-27	688	A
USGS	01073500	1977-12-28	575	A
USGS	01073500	1977-12-29	483	A
USGS	01073500	1977-12-30	410	A
USGS	01073500	1977-12-31	390	A
USGS	01073500	1978-01-01	350	A
USGS	01073500	1978-01-02	330	A
USGS	01073500	1978-01-03	300	A
USGS	01073500	1978-01-04	290	A
USGS	01073500	1978-01-05	280	A
USGS	01073500	1978-01-06	275	A
USGS	01073500	1978-01-07	270	A
USGS	01073500	1978-01-08	265	A
USGS	01073500	1978-01-09	724	A
USGS	01073500	1978-01-10	1210	A
USGS	01073500	1978-01-11	1260	A
USGS	01073500	1978-01-12	1180	A
USGS	01073500	1978-01-13	922	A
USGS	01073500	1978-01-14	650	A
USGS	01073500	1978-01-15	550	A
USGS	01073500	1978-01-16	500	A
USGS	01073500	1978-01-17	460	A
USGS	01073500	1978-01-18	430	A
USGS	01073500	1978-01-19	400	A
USGS	01073500	1978-01-20	380	A
USGS	01073500	1978-01-21	360	A
USGS	01073500	1978-01-22	350	A
USGS	01073500	1978-01-23	340	A
USGS	01073500	1978-01-24	330	A
USGS	01073500	1978-01-25	338	A
USGS	01073500	1978-01-26	740	A
USGS	01073500	1978-01-27	1210	A
USGS	01073500	1978-01-28	1480	A
USGS	01073500	1978-01-29	1590	A
USGS	01073500	1978-01-30	1330	A
USGS	01073500	1978-01-31	967	A
USGS	01073500	1978-02-01	717	A
USGS	01073500	1978-02-02	578	A
USGS	01073500	1978-02-03	477	A
USGS	01073500	1978-02-04	412	A
USGS	01073500	1978-02-05	359	A
USGS	01073500	1978-02-06	334	A
USGS	01073500	1978-02-07	306	A
USGS	01073500	1978-02-08	290	A
USGS	01073500	1978-02-09	280	A
USGS	01073500	1978-02-10	275	A
USGS	01073500	1978-02-11	270	A
USGS	01073500	1978-02-12	260	A
USGS	01073500	1978-02-13	250	A
USGS	01073500	1978-02-14	245	A
USGS	01073500	1978-02-15	235	A
USGS	01073500	1978-02-16	230	A
USGS	01073500	1978-02-17	225	A
USGS	01073500	1978-02-18	220	A
USGS	01073500	1978-02-19	215	A
USGS	01073500	1978-02-20	210	A
USGS	01073500	1978-02-21	205	A
USGS	01073500	1978-02-22	200	A
USGS	01073500	1978-02-23	195	A
USGS	01073500	1978-02-24	190	A
USGS	01073500	1978-02-25	185	A
USGS	01073500	1978-02-26	180	A
USGS	01073500	1978-02-27	175	A
USGS	01073500	1978-02-28	173	A
USGS	01073500	1978-03-01	170	A
USGS	01073500	1978-03-02	165	A
USGS	01073500	1978-03-03	160	A
USGS	01073500	1978-03-04	158	A
USGS	01073500	1978-03-05	156	A
USGS	01073500	1978-03-06	152	A
USGS	01073500	1978-03-07	149	A
USGS	01073500	1978-03-08	145	A
USGS	01073500	1978-03-09	143	A
USGS	01073500	1978-03-10	142	A
USGS	01073500	1978-03-11	141	A
USGS	01073500	1978-03-12	151	A
USGS	01073500	1978-03-13	165	A
USGS	01073500	1978-03-14	186	A
USGS	01073500	1978-03-15	270	A
USGS	01073500	1978-03-16	335	A
USGS	01073500	1978-03-17	355	A
USGS	01073500	1978-03-18	347	A
USGS	01073500	1978-03-19	311	A
USGS	01073500	1978-03-20	304	A
USGS	01073500	1978-03-21	316	A
USGS	01073500	1978-03-22	463	A
USGS	01073500	1978-03-23	597	A
USGS	01073500	1978-03-24	724	A
USGS	01073500	1978-03-25	719	A
USGS	01073500	1978-03-26	653	A
USGS	01073500	1978-03-27	733	A
USGS	01073500	1978-03-28	1140	A
USGS	01073500	1978-03-29	1380	A
USGS	01073500	1978-03-30	1460	A
USGS	01073500	1978-03-31	1310	A
USGS	01073500	1978-04-01	1180	A
USGS	01073500	1978-04-02	1140	A
USGS	01073500	1978-04-03	1050	A
USGS	01073500	1978-04-04	944	A
USGS	01073500	1978-04-05	922	A
USGS	01073500	1978-04-06	954	A
USGS	01073500	1978-04-07	939	A
USGS	01073500	1978-04-08	869	A
USGS	01073500	1978-04-09	792	A
USGS	01073500	1978-04-10	723	A
USGS	01073500	1978-04-11	686	A
USGS	01073500	1978-04-12	770	A
USGS	01073500	1978-04-13	805	A
USGS	01073500	1978-04-14	746	A
USGS	01073500	1978-04-15	620	A
USGS	01073500	1978-04-16	543	A
USGS	01073500	1978-04-17	480	A
USGS	01073500	1978-04-18	444	A
USGS	01073500	1978-04-19	402	A
USGS	01073500	1978-04-20	743	A
USGS	01073500	1978-04-21	900	A
USGS	01073500	1978-04-22	889	A
USGS	01073500	1978-04-23	748	A
USGS	01073500	1978-04-24	606	A
USGS	01073500	1978-04-25	513	A
USGS	01073500	1978-04-26	447	A
USGS	01073500	1978-04-27	384	A
USGS	01073500	1978-04-28	338	A
USGS	01073500	1978-04-29	313	A
USGS	01073500	1978-04-30	289	A
USGS	01073500	1978-05-01	290	A
USGS	01073500	1978-05-02	255	A
USGS	01073500	1978-05-03	234	A
USGS	01073500	1978-05-04	196	A
USGS	01073500	1978-05-05	205	A
USGS	01073500	1978-05-06	197	A
USGS	01073500	1978-05-07	190	A
USGS	01073500	1978-05-08	182	A
USGS	01073500	1978-05-09	200	A
USGS	01073500	1978-05-10	227	A
USGS	01073500	1978-05-11	226	A
USGS	01073500	1978-05-12	213	A
USGS	01073500	1978-05-13	194	A
USGS	01073500	1978-05-14	174	A
USGS	01073500	1978-05-15	415	A
USGS	01073500	1978-05-16	1170	A
USGS	01073500	1978-05-17	1470	A
USGS	01073500	1978-05-18	1310	A
USGS	01073500	1978-05-19	1050	A
USGS	01073500	1978-05-20	779	A
USGS	01073500	1978-05-21	615	A
USGS	01073500	1978-05-22	521	A
USGS	01073500	1978-05-23	433	A
USGS	01073500	1978-05-24	363	A
USGS	01073500	1978-05-25	323	A
USGS	01073500	1978-05-26	319	A
USGS	01073500	1978-05-27	291	A
USGS	01073500	1978-05-28	265	A
USGS	01073500	1978-05-29	236	A
USGS	01073500	1978-05-30	209	A
USGS	01073500	1978-05-31	180	A
USGS	01073500	1978-06-01	183	A
USGS	01073500	1978-06-02	179	A
USGS	01073500	1978-06-03	176	A
USGS	01073500	1978-06-04	313	A
USGS	01073500	1978-06-05	300	A
USGS	01073500	1978-06-06	263	A
USGS	01073500	1978-06-07	217	A
USGS	01073500	1978-06-08	221	A
USGS	01073500	1978-06-09	300	A
USGS	01073500	1978-06-10	387	A
USGS	01073500	1978-06-11	381	A
USGS	01073500	1978-06-12	319	A
USGS	01073500	1978-06-13	252	A
USGS	01073500	1978-06-14	216	A
USGS	01073500	1978-06-15	183	A
USGS	01073500	1978-06-16	163	A
USGS	01073500	1978-06-17	139	A
USGS	01073500	1978-06-18	119	A
USGS	01073500	1978-06-19	107	A
USGS	01073500	1978-06-20	115	A
USGS	01073500	1978-06-21	132	A
USGS	01073500	1978-06-22	142	A
USGS	01073500	1978-06-23	131	A
USGS	01073500	1978-06-24	117	A
USGS	01073500	1978-06-25	107	A
USGS	01073500	1978-06-26	92.0	A
USGS	01073500	1978-06-27	82.0	A
USGS	01073500	1978-06-28	73.0	A
USGS	01073500	1978-06-29	63.0	A
USGS	01073500	1978-06-30	59.0	A
USGS	01073500	1978-07-01	54.0	A
USGS	01073500	1978-07-02	55.0	A
USGS	01073500	1978-07-03	44.0	A
USGS	01073500	1978-07-04	38.0	A
USGS	01073500	1978-07-05	37.0	A
USGS	01073500	1978-07-06	33.0	A
USGS	01073500	1978-07-07	31.0	A
USGS	01073500	1978-07-08	28.0	A
USGS	01073500	1978-07-09	26.0	A
USGS	01073500	1978-07-10	25.0	A
USGS	01073500	1978-07-11	24.0	A
USGS	01073500	1978-07-12	22.0	A
USGS	01073500	1978-07-13	21.0	A
USGS	01073500	1978-07-14	20.0	A
USGS	01073500	1978-07-15	24.0	A
USGS	01073500	1978-07-16	26.0	A
USGS	01073500	1978-07-17	29.0	A
USGS	01073500	1978-07-18	40.0	A
USGS	01073500	1978-07-19	44.0	A
